fabricante,categoria,segmento,produto,id_produto,id_fabricante
Pirum,Urban,Extreme,Pirum UE-17,1181,10
Pirum,Urban,Extreme,Pirum UE-18,1182,10
Pirum,Urban,Extreme,Pirum UE-19,1183,10
Pirum,Urban,Extreme,Pirum UE-20,1184,10
Pirum,Urban,Extreme,Pirum UE-21,1185,10
Pirum,Urban,Extreme,Pirum UE-22,1186,10
Pirum,Urban,Extreme,Pirum UE-23,1187,10
Pirum,Urban,Extreme,Pirum UE-24,1188,10
Pirum,Urban,Extreme,Pirum UE-25,1189,10
Pirum,Urban,Extreme,Pirum UE-26,1190,10
Pirum,Urban,Extreme,Pirum UE-27,1191,10
Pirum,Urban,Extreme,Pirum UE-28,1192,10
Pirum,Urban,Extreme,Pirum UE-29,1193,10
Pirum,Urban,Extreme,Pirum UE-30,1194,10
Pirum,Urban,Extreme,Pirum UE-31,1195,10
Pirum,Urban,Extreme,Pirum UE-32,1196,10
Pirum,Urban,Extreme,Pirum UE-33,1197,10
Pirum,Urban,Extreme,Pirum UE-34,1198,10
Quibus,Urban,Extreme,Quibus UE-01,1671,12
Quibus,Urban,Extreme,Quibus UE-02,1672,12
Quibus,Urban,Extreme,Quibus UE-03,1673,12
Quibus,Urban,Extreme,Quibus UE-04,1674,12
Quibus,Urban,Extreme,Quibus UE-05,1675,12
Quibus,Urban,Extreme,Quibus UE-06,1676,12
Quibus,Urban,Extreme,Quibus UE-07,1677,12
Quibus,Urban,Extreme,Quibus UE-08,1678,12
Quibus,Urban,Extreme,Quibus UE-09,1679,12
Quibus,Urban,Extreme,Quibus UE-10,1680,12
Quibus,Urban,Extreme,Quibus UE-11,1681,12
Quibus,Urban,Extreme,Quibus UE-12,1682,12
Quibus,Urban,Extreme,Quibus UE-13,1683,12
Quibus,Urban,Extreme,Quibus UE-14,1684,12
Quibus,Urban,Extreme,Quibus UE-15,1685,12
Quibus,Urban,Extreme,Quibus UE-16,1686,12
Quibus,Urban,Extreme,Quibus UE-17,1687,12
Salvus,Urban,Extreme,Salvus UE-01,1688,13
Pomum,Urban,Extreme,Pomum UE-01,1766,11
Pomum,Urban,Extreme,Pomum UE-02,1767,11
Pomum,Urban,Extreme,Pomum UE-03,1768,11
Pomum,Urban,Extreme,Pomum UE-04,1769,11
Pomum,Urban,Extreme,Pomum UE-05,1770,11
Pomum,Urban,Extreme,Pomum UE-06,1771,11
Pomum,Urban,Extreme,Pomum UE-07,1772,11
Pomum,Urban,Extreme,Pomum UE-08,1773,11
Pomum,Urban,Extreme,Pomum UE-09,1774,11
Pomum,Urban,Extreme,Pomum UE-10,1775,11
Pomum,Urban,Extreme,Pomum UE-11,1776,11
Pomum,Urban,Extreme,Pomum UE-12,1777,11
Pomum,Urban,Extreme,Pomum UE-13,1778,11
Pomum,Urban,Extreme,Pomum UE-14,1779,11
Pomum,Urban,Extreme,Pomum UE-15,1780,11
Pomum,Urban,Extreme,Pomum UE-16,1781,11
Pomum,Urban,Extreme,Pomum UE-17,1782,11
Pomum,Urban,Extreme,Pomum UE-18,1783,11
Pomum,Urban,Extreme,Pomum UE-19,1784,11
Pomum,Urban,Extreme,Pomum UE-20,1785,11
Pomum,Urban,Extreme,Pomum UE-21,1786,11
Pomum,Urban,Extreme,Pomum UE-22,1787,11
Pomum,Urban,Extreme,Pomum UE-23,1788,11
Pomum,Urban,Extreme,Pomum UE-24,1789,11
Pomum,Urban,Extreme,Pomum UE-25,1790,11
Pomum,Urban,Extreme,Pomum UE-26,1791,11
Pomum,Urban,Extreme,Pomum UE-27,1792,11
Pomum,Urban,Extreme,Pomum UE-28,1793,11
Pomum,Urban,Extreme,Pomum UE-29,1794,11
Currus,Urban,Extreme,Currus UE-01,2041,4
Currus,Urban,Extreme,Currus UE-02,2042,4
Currus,Urban,Extreme,Currus UE-03,2043,4
Currus,Urban,Extreme,Currus UE-04,2044,4
Currus,Urban,Extreme,Currus UE-05,2045,4
Currus,Urban,Extreme,Currus UE-06,2046,4
Currus,Urban,Extreme,Currus UE-07,2047,4
Currus,Urban,Extreme,Currus UE-08,2048,4
Currus,Urban,Extreme,Currus UE-09,2049,4
Currus,Urban,Extreme,Currus UE-10,2050,4
Currus,Urban,Extreme,Currus UE-11,2051,4
Currus,Urban,Extreme,Currus UE-12,2052,4
Currus,Urban,Extreme,Currus UE-13,2053,4
Currus,Urban,Extreme,Currus UE-14,2054,4
Currus,Urban,Extreme,Currus UE-15,2055,4
Currus,Urban,Extreme,Currus UE-16,2056,4
Currus,Urban,Extreme,Currus UE-17,2057,4
Currus,Urban,Extreme,Currus UE-18,2058,4
Currus,Urban,Extreme,Currus UE-19,2059,4
Currus,Urban,Extreme,Currus UE-20,2060,4
Currus,Urban,Extreme,Currus UE-21,2061,4
Currus,Urban,Extreme,Currus UE-22,2062,4
Currus,Urban,Extreme,Currus UE-23,2063,4
Currus,Urban,Extreme,Currus UE-24,2064,4
Currus,Urban,Extreme,Currus UE-25,2065,4
Victoria,Urban,Extreme,Victoria UE-01,2148,14
Victoria,Urban,Extreme,Victoria UE-02,2149,14
Victoria,Urban,Extreme,Victoria UE-03,2150,14
Victoria,Urban,Extreme,Victoria UE-04,2151,14
Victoria,Urban,Extreme,Victoria UE-05,2152,14
Victoria,Urban,Extreme,Victoria UE-06,2153,14
Victoria,Urban,Extreme,Victoria UE-07,2154,14
Victoria,Urban,Extreme,Victoria UE-08,2155,14
Victoria,Urban,Extreme,Victoria UE-09,2156,14
Victoria,Urban,Extreme,Victoria UE-10,2157,14
Victoria,Urban,Extreme,Victoria UE-11,2158,14
Victoria,Urban,Extreme,Victoria UE-12,2159,14
Victoria,Urban,Extreme,Victoria UE-13,2160,14
Victoria,Urban,Extreme,Victoria UE-14,2161,14
Victoria,Urban,Extreme,Victoria UE-15,2162,14
Victoria,Urban,Extreme,Victoria UE-16,2163,14
Victoria,Urban,Extreme,Victoria UE-17,2164,14
Victoria,Urban,Extreme,Victoria UE-18,2165,14
Victoria,Urban,Extreme,Victoria UE-19,2166,14
Victoria,Urban,Extreme,Victoria UE-20,2167,14
Victoria,Urban,Extreme,Victoria UE-21,2168,14
Victoria,Urban,Extreme,Victoria UE-22,2169,14
Victoria,Urban,Extreme,Victoria UE-23,2170,14
Aliqui,Urban,Extreme,Aliqui UE-01,2327,2
Aliqui,Urban,Extreme,Aliqui UE-02,2328,2
Aliqui,Urban,Extreme,Aliqui UE-03,2329,2
Aliqui,Urban,Extreme,Aliqui UE-04,2330,2
Aliqui,Urban,Extreme,Aliqui UE-05,2331,2
Aliqui,Urban,Extreme,Aliqui UE-06,2332,2
Aliqui,Urban,Extreme,Aliqui UE-07,2333,2
Aliqui,Urban,Extreme,Aliqui UE-08,2334,2
Aliqui,Urban,Extreme,Aliqui UE-09,2335,2
Aliqui,Urban,Extreme,Aliqui UE-10,2336,2
Aliqui,Urban,Extreme,Aliqui UE-11,2337,2
Aliqui,Urban,Extreme,Aliqui UE-12,2338,2
Aliqui,Urban,Extreme,Aliqui UE-13,2339,2
Aliqui,Urban,Extreme,Aliqui UE-14,2340,2
Aliqui,Urban,Extreme,Aliqui UE-15,2341,2
Aliqui,Urban,Extreme,Aliqui UE-16,2342,2
Aliqui,Urban,Extreme,Aliqui UE-17,2343,2
Aliqui,Urban,Extreme,Aliqui UE-18,2344,2
Aliqui,Urban,Extreme,Aliqui UE-19,2345,2
Aliqui,Urban,Extreme,Aliqui UE-20,2346,2
Aliqui,Urban,Extreme,Aliqui UE-21,2347,2
Aliqui,Urban,Extreme,Aliqui UE-22,2348,2
Aliqui,Urban,Extreme,Aliqui UE-23,2349,2
Aliqui,Urban,Extreme,Aliqui UE-24,2350,2
Aliqui,Urban,Extreme,Aliqui UE-25,2351,2
Aliqui,Urban,Extreme,Aliqui UE-26,2352,2
Fama,Urban,Extreme,Fama UE-01,280,5
Fama,Urban,Extreme,Fama UE-02,281,5
Fama,Urban,Extreme,Fama UE-03,282,5
Fama,Urban,Extreme,Fama UE-04,283,5
Fama,Urban,Extreme,Fama UE-05,284,5
Fama,Urban,Extreme,Fama UE-06,285,5
Fama,Urban,Extreme,Fama UE-07,286,5
Fama,Urban,Extreme,Fama UE-08,287,5
Fama,Urban,Extreme,Fama UE-09,288,5
Fama,Urban,Extreme,Fama UE-10,289,5
Fama,Urban,Extreme,Fama UE-11,290,5
Fama,Urban,Extreme,Fama UE-12,291,5
Fama,Urban,Extreme,Fama UE-13,292,5
Fama,Urban,Extreme,Fama UE-14,293,5
Fama,Urban,Extreme,Fama UE-15,294,5
Fama,Urban,Extreme,Fama UE-16,295,5
Fama,Urban,Extreme,Fama UE-17,296,5
Fama,Urban,Extreme,Fama UE-18,297,5
Fama,Urban,Extreme,Fama UE-19,298,5
Fama,Urban,Extreme,Fama UE-20,299,5
Fama,Urban,Extreme,Fama UE-21,300,5
Fama,Urban,Extreme,Fama UE-22,301,5
Fama,Urban,Extreme,Fama UE-23,302,5
Fama,Urban,Extreme,Fama UE-24,303,5
Fama,Urban,Extreme,Fama UE-25,304,5
Fama,Urban,Extreme,Fama UE-26,305,5
Fama,Urban,Extreme,Fama UE-27,306,5
Fama,Urban,Extreme,Fama UE-28,307,5
Fama,Urban,Extreme,Fama UE-29,308,5
Fama,Urban,Extreme,Fama UE-30,309,5
Fama,Urban,Extreme,Fama UE-31,310,5
Fama,Urban,Extreme,Fama UE-32,311,5
Fama,Urban,Extreme,Fama UE-33,312,5
Fama,Urban,Extreme,Fama UE-34,313,5
Fama,Urban,Extreme,Fama UE-35,314,5
Fama,Urban,Extreme,Fama UE-36,315,5
Fama,Urban,Extreme,Fama UE-37,316,5
Fama,Urban,Extreme,Fama UE-38,317,5
Fama,Urban,Extreme,Fama UE-39,318,5
Fama,Urban,Extreme,Fama UE-40,319,5
Fama,Urban,Extreme,Fama UE-41,320,5
Fama,Urban,Extreme,Fama UE-42,321,5
Fama,Urban,Extreme,Fama UE-43,322,5
Fama,Urban,Extreme,Fama UE-44,323,5
Fama,Urban,Extreme,Fama UE-45,324,5
Fama,Urban,Extreme,Fama UE-46,325,5
Fama,Urban,Extreme,Fama UE-47,326,5
Fama,Urban,Extreme,Fama UE-48,327,5
Fama,Urban,Extreme,Fama UE-49,328,5
Fama,Urban,Extreme,Fama UE-50,329,5
Fama,Urban,Extreme,Fama UE-51,330,5
Fama,Urban,Extreme,Fama UE-52,331,5
Fama,Urban,Extreme,Fama UE-53,332,5
Fama,Urban,Extreme,Fama UE-54,333,5
Fama,Urban,Extreme,Fama UE-55,334,5
Fama,Urban,Extreme,Fama UE-56,335,5
Fama,Urban,Extreme,Fama UE-57,336,5
Fama,Urban,Extreme,Fama UE-58,337,5
Fama,Urban,Extreme,Fama UE-59,338,5
Fama,Urban,Extreme,Fama UE-60,339,5
Fama,Urban,Extreme,Fama UE-61,340,5
Fama,Urban,Extreme,Fama UE-62,341,5
Fama,Urban,Extreme,Fama UE-63,342,5
Fama,Urban,Extreme,Fama UE-64,343,5
Fama,Urban,Extreme,Fama UE-65,344,5
Fama,Urban,Extreme,Fama UE-66,345,5
Fama,Urban,Extreme,Fama UE-67,346,5
Fama,Urban,Extreme,Fama UE-68,347,5
Fama,Urban,Extreme,Fama UE-69,348,5
Fama,Urban,Extreme,Fama UE-70,349,5
Fama,Urban,Extreme,Fama UE-71,350,5
Fama,Urban,Extreme,Fama UE-72,351,5
Fama,Urban,Extreme,Fama UE-73,352,5
Fama,Urban,Extreme,Fama UE-74,353,5
Fama,Urban,Extreme,Fama UE-75,354,5
Fama,Urban,Extreme,Fama UE-76,355,5
Fama,Urban,Extreme,Fama UE-77,356,5
Fama,Urban,Extreme,Fama UE-78,357,5
Fama,Urban,Extreme,Fama UE-79,358,5
Fama,Urban,Extreme,Fama UE-80,359,5
Fama,Urban,Extreme,Fama UE-81,360,5
Fama,Urban,Extreme,Fama UE-82,361,5
Fama,Urban,Extreme,Fama UE-83,362,5
Fama,Urban,Extreme,Fama UE-84,363,5
Fama,Urban,Extreme,Fama UE-85,364,5
Fama,Urban,Extreme,Fama UE-86,365,5
Fama,Urban,Extreme,Fama UE-87,366,5
Fama,Urban,Extreme,Fama UE-88,367,5
Fama,Urban,Extreme,Fama UE-89,368,5
Fama,Urban,Extreme,Fama UE-90,369,5
Fama,Urban,Extreme,Fama UE-91,370,5
Fama,Urban,Extreme,Fama UE-92,371,5
Fama,Urban,Extreme,Fama UE-93,372,5
Fama,Urban,Extreme,Fama UE-94,373,5
Fama,Urban,Extreme,Fama UE-95,374,5
Fama,Urban,Extreme,Fama UE-96,375,5
Fama,Urban,Extreme,Fama UE-97,376,5
Fama,Urban,Extreme,Fama UE-98,377,5
Fama,Urban,Extreme,Fama UE-99,378,5
Fama,Urban,Extreme,Fama UE-00,379,5
Fama,Urban,Extreme,Fama UE-01,380,5
Fama,Urban,Extreme,Fama UE-02,381,5
Fama,Urban,Extreme,Fama UE-03,382,5
Fama,Urban,Extreme,Fama UE-04,383,5
Fama,Urban,Extreme,Fama UE-05,384,5
Fama,Urban,Extreme,Fama UE-06,385,5
Fama,Urban,Extreme,Fama UE-07,386,5
VanArsdel,Urban,Moderation,Maximus UM-01,396,7
VanArsdel,Urban,Moderation,Maximus UM-02,397,7
VanArsdel,Urban,Moderation,Maximus UM-03,398,7
VanArsdel,Urban,Moderation,Maximus UM-04,399,7
VanArsdel,Urban,Moderation,Maximus UM-05,400,7
VanArsdel,Urban,Moderation,Maximus UM-06,401,7
VanArsdel,Urban,Moderation,Maximus UM-07,402,7
VanArsdel,Urban,Moderation,Maximus UM-08,403,7
VanArsdel,Urban,Moderation,Maximus UM-09,404,7
VanArsdel,Urban,Moderation,Maximus UM-10,405,7
VanArsdel,Urban,Moderation,Maximus UM-11,406,7
VanArsdel,Urban,Moderation,Maximus UM-12,407,7
VanArsdel,Urban,Moderation,Maximus UM-13,408,7
VanArsdel,Urban,Moderation,Maximus UM-14,409,7
VanArsdel,Urban,Moderation,Maximus UM-15,410,7
VanArsdel,Urban,Moderation,Maximus UM-16,411,7
VanArsdel,Urban,Moderation,Maximus UM-17,412,7
VanArsdel,Urban,Moderation,Maximus UM-18,413,7
VanArsdel,Urban,Moderation,Maximus UM-19,414,7
VanArsdel,Urban,Moderation,Maximus UM-20,415,7
VanArsdel,Urban,Moderation,Maximus UM-21,416,7
VanArsdel,Urban,Moderation,Maximus UM-22,417,7
VanArsdel,Urban,Moderation,Maximus UM-23,418,7
VanArsdel,Urban,Moderation,Maximus UM-24,419,7
VanArsdel,Urban,Moderation,Maximus UM-25,420,7
VanArsdel,Urban,Moderation,Maximus UM-26,421,7
VanArsdel,Urban,Moderation,Maximus UM-27,422,7
VanArsdel,Urban,Moderation,Maximus UM-28,423,7
VanArsdel,Urban,Moderation,Maximus UM-29,424,7
VanArsdel,Urban,Moderation,Maximus UM-30,425,7
VanArsdel,Urban,Moderation,Maximus UM-31,426,7
VanArsdel,Urban,Moderation,Maximus UM-32,427,7
VanArsdel,Urban,Moderation,Maximus UM-33,428,7
VanArsdel,Urban,Moderation,Maximus UM-34,429,7
VanArsdel,Urban,Moderation,Maximus UM-35,430,7
VanArsdel,Urban,Moderation,Maximus UM-36,431,7
VanArsdel,Urban,Moderation,Maximus UM-37,432,7
VanArsdel,Urban,Moderation,Maximus UM-38,433,7
VanArsdel,Urban,Moderation,Maximus UM-39,434,7
VanArsdel,Urban,Moderation,Maximus UM-40,435,7
VanArsdel,Urban,Moderation,Maximus UM-41,436,7
VanArsdel,Urban,Moderation,Maximus UM-42,437,7
VanArsdel,Urban,Moderation,Maximus UM-43,438,7
VanArsdel,Urban,Moderation,Maximus UM-44,439,7
VanArsdel,Urban,Moderation,Maximus UM-45,440,7
VanArsdel,Urban,Moderation,Maximus UM-46,441,7
VanArsdel,Urban,Moderation,Maximus UM-47,442,7
VanArsdel,Urban,Moderation,Maximus UM-48,443,7
VanArsdel,Urban,Moderation,Maximus UM-49,444,7
VanArsdel,Urban,Moderation,Maximus UM-50,445,7
VanArsdel,Urban,Moderation,Maximus UM-51,446,7
VanArsdel,Urban,Moderation,Maximus UM-52,447,7
VanArsdel,Urban,Moderation,Maximus UM-53,448,7
VanArsdel,Urban,Moderation,Maximus UM-54,449,7
VanArsdel,Urban,Moderation,Maximus UM-55,450,7
VanArsdel,Urban,Moderation,Maximus UM-56,451,7
VanArsdel,Urban,Moderation,Maximus UM-57,452,7
VanArsdel,Urban,Moderation,Maximus UM-58,453,7
VanArsdel,Urban,Moderation,Maximus UM-59,454,7
VanArsdel,Urban,Moderation,Maximus UM-60,455,7
VanArsdel,Urban,Moderation,Maximus UM-61,456,7
VanArsdel,Urban,Moderation,Maximus UM-62,457,7
VanArsdel,Urban,Moderation,Maximus UM-63,458,7
VanArsdel,Urban,Moderation,Maximus UM-64,459,7
VanArsdel,Urban,Moderation,Maximus UM-65,460,7
VanArsdel,Urban,Moderation,Maximus UM-66,461,7
VanArsdel,Urban,Moderation,Maximus UM-67,462,7
VanArsdel,Urban,Moderation,Maximus UM-68,463,7
VanArsdel,Urban,Moderation,Maximus UM-69,464,7
VanArsdel,Urban,Moderation,Maximus UM-70,465,7
VanArsdel,Urban,Moderation,Maximus UM-71,466,7
VanArsdel,Urban,Moderation,Maximus UM-72,467,7
VanArsdel,Urban,Moderation,Maximus UM-73,468,7
VanArsdel,Urban,Moderation,Maximus UM-74,469,7
VanArsdel,Urban,Moderation,Maximus UM-75,470,7
VanArsdel,Urban,Moderation,Maximus UM-76,471,7
VanArsdel,Urban,Moderation,Maximus UM-77,472,7
VanArsdel,Urban,Moderation,Maximus UM-78,473,7
VanArsdel,Urban,Moderation,Maximus UM-79,474,7
VanArsdel,Urban,Moderation,Maximus UM-80,475,7
VanArsdel,Urban,Moderation,Maximus UM-81,476,7
VanArsdel,Urban,Moderation,Maximus UM-82,477,7
VanArsdel,Urban,Moderation,Maximus UM-83,478,7
VanArsdel,Urban,Moderation,Maximus UM-84,479,7
VanArsdel,Urban,Moderation,Maximus UM-85,480,7
VanArsdel,Urban,Moderation,Maximus UM-86,481,7
VanArsdel,Urban,Moderation,Maximus UM-87,482,7
VanArsdel,Urban,Moderation,Maximus UM-88,483,7
VanArsdel,Urban,Moderation,Maximus UM-89,484,7
VanArsdel,Urban,Moderation,Maximus UM-90,485,7
VanArsdel,Urban,Moderation,Maximus UM-91,486,7
VanArsdel,Urban,Moderation,Maximus UM-92,487,7
VanArsdel,Urban,Moderation,Maximus UM-93,488,7
VanArsdel,Urban,Moderation,Maximus UM-94,489,7
VanArsdel,Urban,Moderation,Maximus UM-95,490,7
VanArsdel,Urban,Moderation,Maximus UM-96,491,7
VanArsdel,Urban,Moderation,Maximus UM-97,492,7
VanArsdel,Urban,Moderation,Maximus UM-98,493,7
VanArsdel,Urban,Moderation,Maximus UM-99,494,7
VanArsdel,Urban,Moderation,Maximus UM-00,495,7
VanArsdel,Urban,Moderation,Maximus UM-01,496,7
VanArsdel,Urban,Moderation,Maximus UM-02,497,7
VanArsdel,Urban,Moderation,Maximus UM-03,498,7
VanArsdel,Urban,Moderation,Maximus UM-04,499,7
VanArsdel,Urban,Moderation,Maximus UM-05,500,7
VanArsdel,Urban,Moderation,Maximus UM-06,501,7
VanArsdel,Urban,Moderation,Maximus UM-07,502,7
VanArsdel,Urban,Moderation,Maximus UM-08,503,7
VanArsdel,Urban,Moderation,Maximus UM-09,504,7
VanArsdel,Urban,Moderation,Maximus UM-10,505,7
VanArsdel,Urban,Moderation,Maximus UM-11,506,7
VanArsdel,Urban,Moderation,Maximus UM-12,507,7
VanArsdel,Urban,Moderation,Maximus UM-13,508,7
VanArsdel,Urban,Moderation,Maximus UM-14,509,7
VanArsdel,Urban,Moderation,Maximus UM-15,510,7
VanArsdel,Urban,Moderation,Maximus UM-16,511,7
Abbas,Urban,Moderation,Abbas UM-01,74,1
Abbas,Urban,Moderation,Abbas UM-02,75,1
Abbas,Urban,Moderation,Abbas UM-03,76,1
Abbas,Urban,Moderation,Abbas UM-04,77,1
Abbas,Urban,Moderation,Abbas UM-05,78,1
Abbas,Urban,Moderation,Abbas UM-06,79,1
Abbas,Urban,Moderation,Abbas UM-07,80,1
Abbas,Urban,Moderation,Abbas UM-08,81,1
Abbas,Urban,Moderation,Abbas UM-09,82,1
Abbas,Urban,Moderation,Abbas UM-10,83,1
Abbas,Urban,Moderation,Abbas UM-11,84,1
Abbas,Urban,Moderation,Abbas UM-12,85,1
Abbas,Urban,Moderation,Abbas UM-13,86,1
Abbas,Urban,Moderation,Abbas UM-14,87,1
Abbas,Urban,Moderation,Abbas UM-15,88,1
Abbas,Urban,Moderation,Abbas UM-16,89,1
Abbas,Urban,Moderation,Abbas UM-17,90,1
Abbas,Urban,Moderation,Abbas UM-18,91,1
Abbas,Urban,Moderation,Abbas UM-19,92,1
Abbas,Urban,Moderation,Abbas UM-20,93,1
Abbas,Urban,Moderation,Abbas UM-21,94,1
Abbas,Urban,Moderation,Abbas UM-22,95,1
Abbas,Urban,Moderation,Abbas UM-23,96,1
Abbas,Urban,Moderation,Abbas UM-24,97,1
Abbas,Urban,Moderation,Abbas UM-25,98,1
Abbas,Urban,Moderation,Abbas UM-26,99,1
Abbas,Urban,Moderation,Abbas UM-27,100,1
Abbas,Urban,Moderation,Abbas UM-28,101,1
Abbas,Urban,Moderation,Abbas UM-29,102,1
Abbas,Urban,Moderation,Abbas UM-30,103,1
Abbas,Urban,Moderation,Abbas UM-31,104,1
Abbas,Urban,Moderation,Abbas UM-32,105,1
Abbas,Urban,Moderation,Abbas UM-33,106,1
Abbas,Urban,Moderation,Abbas UM-34,107,1
Abbas,Urban,Moderation,Abbas UM-35,108,1
Abbas,Urban,Moderation,Abbas UM-36,109,1
Abbas,Urban,Moderation,Abbas UM-37,110,1
Abbas,Urban,Moderation,Abbas UM-38,111,1
Abbas,Urban,Moderation,Abbas UM-39,112,1
Abbas,Urban,Moderation,Abbas UM-40,113,1
Abbas,Urban,Moderation,Abbas UM-41,114,1
Abbas,Urban,Moderation,Abbas UM-42,115,1
Abbas,Urban,Moderation,Abbas UM-43,116,1
Abbas,Urban,Moderation,Abbas UM-44,117,1
Abbas,Urban,Moderation,Abbas UM-45,118,1
Abbas,Urban,Moderation,Abbas UM-46,119,1
Abbas,Urban,Moderation,Abbas UM-47,120,1
Abbas,Urban,Moderation,Abbas UM-48,121,1
Abbas,Urban,Moderation,Abbas UM-49,122,1
Abbas,Urban,Moderation,Abbas UM-50,123,1
Abbas,Urban,Moderation,Abbas UM-51,124,1
Abbas,Urban,Moderation,Abbas UM-52,125,1
Abbas,Urban,Moderation,Abbas UM-53,126,1
Abbas,Urban,Moderation,Abbas UM-54,127,1
Abbas,Urban,Moderation,Abbas UM-55,128,1
Abbas,Urban,Moderation,Abbas UM-56,129,1
Barba,Urban,Moderation,Barba UM-01,199,3
Barba,Urban,Moderation,Barba UM-02,200,3
Barba,Urban,Moderation,Barba UM-03,201,3
Barba,Urban,Moderation,Barba UM-04,202,3
Barba,Urban,Moderation,Barba UM-05,203,3
Barba,Urban,Moderation,Barba UM-06,204,3
Barba,Urban,Moderation,Barba UM-07,205,3
Barba,Urban,Moderation,Barba UM-08,206,3
Barba,Urban,Moderation,Barba UM-09,207,3
Barba,Urban,Moderation,Barba UM-10,208,3
Barba,Urban,Moderation,Barba UM-11,209,3
Barba,Urban,Moderation,Barba UM-12,210,3
Fama,Urban,Moderation,Fama UM-01,223,5
Fama,Urban,Moderation,Fama UM-02,224,5
Fama,Urban,Moderation,Fama UM-03,225,5
Fama,Urban,Moderation,Fama UM-04,226,5
Fama,Urban,Moderation,Fama UM-05,227,5
Fama,Urban,Moderation,Fama UM-06,228,5
Natura,Urban,Moderation,Natura UM-01,817,8
Natura,Urban,Moderation,Natura UM-02,818,8
Natura,Urban,Moderation,Natura UM-03,819,8
Natura,Urban,Moderation,Natura UM-04,820,8
Natura,Urban,Moderation,Natura UM-05,821,8
Natura,Urban,Moderation,Natura UM-06,822,8
Natura,Urban,Moderation,Natura UM-07,823,8
Natura,Urban,Moderation,Natura UM-08,824,8
Natura,Urban,Moderation,Natura UM-09,825,8
Natura,Urban,Moderation,Natura UM-10,826,8
Natura,Urban,Moderation,Natura UM-11,827,8
Natura,Urban,Moderation,Natura UM-12,828,8
Natura,Urban,Moderation,Natura UM-13,829,8
Natura,Urban,Moderation,Natura UM-14,830,8
Natura,Urban,Moderation,Natura UM-15,831,8
Natura,Urban,Moderation,Natura UM-16,832,8
Natura,Urban,Moderation,Natura UM-17,833,8
Natura,Urban,Moderation,Natura UM-18,834,8
Natura,Urban,Moderation,Natura UM-19,835,8
Natura,Urban,Moderation,Natura UM-20,836,8
Natura,Urban,Moderation,Natura UM-21,837,8
Natura,Urban,Moderation,Natura UM-22,838,8
Natura,Urban,Moderation,Natura UM-23,839,8
Natura,Urban,Moderation,Natura UM-24,840,8
Natura,Urban,Moderation,Natura UM-25,841,8
Natura,Urban,Moderation,Natura UM-26,842,8
Natura,Urban,Moderation,Natura UM-27,843,8
Natura,Urban,Moderation,Natura UM-28,844,8
Natura,Urban,Moderation,Natura UM-29,845,8
Natura,Urban,Moderation,Natura UM-30,846,8
Natura,Urban,Moderation,Natura UM-31,847,8
Natura,Urban,Moderation,Natura UM-32,848,8
Natura,Urban,Moderation,Natura UM-33,849,8
Natura,Urban,Moderation,Natura UM-34,850,8
Natura,Urban,Moderation,Natura UM-35,851,8
Natura,Urban,Moderation,Natura UM-36,852,8
Natura,Urban,Moderation,Natura UM-37,853,8
Natura,Urban,Moderation,Natura UM-38,854,8
Palma,Urban,Moderation,Palma UM-01,1027,9
Palma,Urban,Moderation,Palma UM-02,1028,9
Pirum,Urban,Moderation,Pirum UM-01,1124,10
Pirum,Urban,Moderation,Pirum UM-02,1125,10
Pirum,Urban,Moderation,Pirum UM-03,1126,10
Pirum,Urban,Moderation,Pirum UM-04,1127,10
Pirum,Urban,Moderation,Pirum UM-05,1128,10
Pirum,Urban,Moderation,Pirum UM-06,1129,10
Pirum,Urban,Moderation,Pirum UM-07,1130,10
Pirum,Urban,Moderation,Pirum UM-08,1131,10
Pirum,Urban,Moderation,Pirum UM-09,1132,10
Pirum,Urban,Moderation,Pirum UM-10,1133,10
Pirum,Urban,Moderation,Pirum UM-11,1134,10
Pirum,Urban,Moderation,Pirum UM-12,1135,10
Pirum,Urban,Moderation,Pirum UM-13,1136,10
Pirum,Urban,Moderation,Pirum UM-14,1137,10
Pirum,Urban,Moderation,Pirum UM-15,1138,10
Pirum,Urban,Moderation,Pirum UM-16,1139,10
Pirum,Urban,Moderation,Pirum UM-17,1140,10
Pirum,Urban,Moderation,Pirum UM-18,1141,10
Pirum,Urban,Moderation,Pirum UM-19,1142,10
Pirum,Urban,Moderation,Pirum UM-20,1143,10
Pomum,Urban,Moderation,Pomum UM-01,1749,11
Pomum,Urban,Moderation,Pomum UM-02,1750,11
Pomum,Urban,Moderation,Pomum UM-03,1751,11
Pomum,Urban,Moderation,Pomum UM-04,1752,11
Pomum,Urban,Moderation,Pomum UM-05,1753,11
Pomum,Urban,Moderation,Pomum UM-06,1754,11
Leo,Urban,Moderation,Leo UM-01,1863,6
Leo,Urban,Moderation,Leo UM-02,1864,6
Leo,Urban,Moderation,Leo UM-03,1865,6
Leo,Urban,Moderation,Leo UM-04,1866,6
Leo,Urban,Moderation,Leo UM-05,1867,6
Leo,Urban,Moderation,Leo UM-06,1868,6
Leo,Urban,Moderation,Leo UM-07,1869,6
Leo,Urban,Moderation,Leo UM-08,1870,6
Leo,Urban,Moderation,Leo UM-09,1871,6
Leo,Urban,Moderation,Leo UM-10,1872,6
Leo,Urban,Moderation,Leo UM-11,1873,6
Leo,Urban,Moderation,Leo UM-12,1874,6
Leo,Urban,Moderation,Leo UM-13,1875,6
